number,tweet,label 
3299,@mostafatajzade خفشو بی شرف #إسرائيل ی لعنت به تو با دارو دسته منافق تون من دیگه نمیدونم باید چه اتفاقی رخ بده که این ملعونین رو به دادگاه احضار کنند و محاکمه کنند #اعدام_کنید #اعدام_نکنید #اعدام  #منافقین_زیر_ریش #نفوذی_خائن #خائنین_به_کشور #عوامل_نفوذ #دولت #دولت_نفوذی_ها,politics
3303,#مریم_شریعتمداری فعال مدنی ساکن ترکیه(شهر #دنیزلی) به‌دلیل انقضاء کارت اقامتش، توسط پلیس #ترکیه بازداشت شده. #دولت این کشور قصد #دیپورت او به #ایران را دارد. کسی که #ترکیه زندگی کرده و می‌کند با #پوست و #استخوان حال الان #مریم_شریعتمداری را درک می‌کند.,politics
3305,یه تغییر جنسیت باب شد چند تا کالا تغییر قیمت اساسی دادن  چرا گول بازی کثیف رسانه ای این دولت متعفن میخوریم. برنج ۱۰۸٪ خوردرو ۳۰٪تا۱۰۰٪ هزینه های پیشگیری به دلیل باز شدن مدارس۱۰۰٪ نابودی نقدینگی دست مردم در بورس(اصلاح ۵۰٪) #سواد_رسانه #دولت #محمدرضا_فروتن,politics
3309,#استراماچونی_را_برگردانید  #دولت لنگی,politics
3311,قبول دارید #بی_کفایت ترین و در عین حال #زبان_دراز ترین و #پررو ترین #دولت پس از انقلاب، #دولت_بی_تدبیری_و_ناامیدی بود؟  بزرگوارا قشنگ مصداق عینی؛   #طبل_تو_خالی هستن!,politics
3313,کاش میشد که خودم از قفس آزادکنم یا که جای بغض بر کوی خدا داد کنم کاش میشد که ز این جمله ستم برخیزم دل این مردم بیچاره کمی شاد کنم هر فقیری که دهد دست به من دست نیاز کاش میشد که کمی بر دلش امداد کنم کاش میشد بزنم توی دهان دولت یا که روحانی شان را کمی ارشاد کنم #عادل_چراغیان  #دولت,politics
3314,@Aida1054 بهتره بگی لعنت به همه #دولت ها و #حکومت ها و #حاکمین ابله روی کره زمین....,politics
3315,#دولت یک دست دراز داﺭد و یک دست کوتاه، دست دراﺯ به همه‌جا میﺭسد و برای گرفتن است.  و دست کوتاه براﻯ دادن است و فقط به کسانی میﺭسد که خیلی نزدیکند!  نان و شراب #اینیاتسیو سیلونه,politics
3317,آقای #ربیعی فرمودن: حمایت از #بازار_سرمایه استراتژی #دولت است... باید عرض کنم که شما #جیب_ما_رو_نزن ما راضی به زحمت و حمایت شما نیستیم  #گشایش_اقتصادی https://t.co/h21gYSa5O3,politics
3321,اونایی که ریک و مورتی دیدن تاحالا به این توجه کردن که این آقا 💩خوره 💩رنگش بنفشه ازین روشنتر؟ #دولت  #پراید  #بورس https://t.co/i8cX7wGXL0,politics
3323,#دولت کشورو بسته به درخت گره کور زده‌.,politics
3324,۱۵ بهمن ۹۶ ، صف خرید #سکه از دولت و اربیتراژ گرفتن از بازار! ۱۷شهریور ۹۹ صف خرید #دلار صرافی و اربیتراژ از بازار و از همه مهمتر نوسانی ک #دولت از همه اینا میگیره! اخه شما تخم چی هستین ک اینقدر نجسین 😂 #دولت_نجس,politics
3326,امروز دوشنبه 17 #شهریور 99 #دلار  24780 تومان آخرین نفسهای #دلار و آخرین خالی کردن‌های #دولت ،  #دلار فرصت مطلق #فروش است ، انتظار #دلار محدوده ی  18 - 15 هزار تومانی در #پاییز را دارم  #دلار #بورس #طلا #سکه,politics
3327,اگر بهتون بر نمیخوره خدمتتون عرض کنم که میون دعواهاتون ما مردم معمولی داریم از هم وا میشیم یه ذره یواش تر بِکِشیدمون  #دولت #خودرو #مجلس,politics
3330,اخه این چه مدلی است همه چیزشون فیلمه #کرونا #دولت https://t.co/Ti7UJaCgmD,politics
3331,#دلار شده ۲۵ هزار ،خونه متری۲۳ میلیون ،#پراید صد میلیون رو رد کرده،#بورس به طرز مشکوکی منفی شده و #دولت فقط نظاره گره؛تعجب نکنید! #ماموریت روحانی رو #دکتر_کوشکی چند ماه قبل #افشا کرد: #روحانی۱۴۰۰ ماموریت داشت #ایران رو بدون سپرهای #دفاعی و پایه‌های قدرتش تحویل بده! #ویروس_روحانی https://t.co/W3QmSv3KLB,politics
3335,جناب #صداوسیما باچه روئی کمبودهای زمان طاغوت راپخش میکنید،بعداز40سال وضع بمراتب ازنظر #معیشت بدترشده! #مجلس بدنبال نظام پارلمانی #دولت بدنبال رفع کسری بادزدی ازجیب مردم کدام مردم ولی نعمت شماهستند،مردم نیاوران و ولنجک؟!,politics
3336,از منفی بودن #بورس ناراحت نیستم، چون جزو حرکت‌های بازاره و ریسکش رو پذیرفتم. فقط از #دروغ های تموم نشدنی #دولت خسته شدم که به هر بهانه‌ای به #مردم دروغ میگه!  #بورس_تهران #بورس_محکم #روحانی,politics
3337,فکر کن تو خونه ی خودت جرات نداشته باشی یه لحظه هم بخوابی، چون بلافاصله بابات میره جیبت رو میزنه! البته مدیونی اگر فکر کنی حکایت مردم با #دولت هم همینطوریه!  #بورس #ارز #دلار #خودرو #سکه #مسکن,politics
3338,17 شهریور،#بورس منفی بود. از روی ساده انگاری #دولت را مقصر میدانیم و خود را ملامت نمیکنیم،این فرهنگی است که با آن بزرگ شده و مسئولیت اشتباهات خود را قبول نمیکنیم. نگران نباشید پول شما ازبین نرفته است،فقط ازجیب شما که قدر آن را ندانسته اید به جیب یکی دیگر که قدرشناس بود،رفته است.,politics
3341,جناب @mb_ghalibaf  اصن #دولت ناکارآمد ، #مجلس چرا باید بی تدبیر باشه و بزاره دولت هرجور خواست عمل کنه؟  والا #معلم ها و بچهای مردم چ تقصیری دارند ک مسئولین ناکارآمدند؟ با همین فرمون پیش بریم باید ب معلما و دانش آموزا بگیم#مدافعان_آموزش #سیب_زمینی_نباشین,politics
3344,شما که واسه خودتون #خط_قرمز قائلین؛پس چرا #بچه های مردم رو دارین به کشتن میدین؟ آهان؛یادم نبود که سیستم #ارباب و #رعیتی خیلی وقته تو این #دولت مُد شده!! https://t.co/EgwEwyAkQ4,politics
3345,هیئت طالبان اعضای گروه مذاکره کننده خود با دولت کابل را معرفی کرد.https://t.co/0g6PsCYChV #افغانستان #طالبان #مذاکره #دولت,politics
3347,«#بورس میزان الحراره‌ی #اقتصاد كشورهاست». کاش خرید و فروش #طلا، #دلار و حتی #مسکن و #خودرو هم «فقط» از دریچه‌‌ی بورس صورت می‌گرفت. بدون محدودیت‌ #دامنه‌ی_نوسان، بدون #حجم_مبنا و بدون دخالت #دولت در قیمت‌گذاری و صرفاً #مالیات خود رو از معاملات انجام شده، می‌گرفت.,politics
3353,#پراید به مرز ۱۰۰ میلیون تومان صعود کرده !! #دلار بازار آزاد در یک قدمی ۲۵ هزار تومن !! و مردمی که ۶۰ تا ۷۰ درصد از سرمایشون توی #بورس بر باد رفته ...  نکته جالبش اینجاست که خود #دولت در حال نوسان گیری از مردم برای جبران کسری بودجه است !  ولله که زنده بودن ما هنر ماست ..,politics
3354,تعویق سفر #عبدالله به #دوحه؛ #طالبان بدون #احزاب با #دولت #افغانستان #مذاکره نمی‌کند  لینک خبر: https://t.co/WXQxTN7Hlj,politics
3355,📢 استعفای ظریف بازی جدید اصلاح طلبان است  https://t.co/wmCGs4lQ4D #ظریف #لاریجانی #استعفا #دولت #انتخابات_۱۴۰۰  🇮🇷,politics
3356,8⃣ چون این بنگاه ها با عدم انگیزه سود سازی حداکثری که ویژگی بخش خصوصی است (به علت ادامه مدیریت دولتی) از  پاسخگویی به نظارت نهاد های ناظر نیز خارج شده اند. در نتیجه هر سال نسبت به گذشته با مشکلات متعدد و بیشتری رو به رو خواهیم شد.  #خصوصی_سازی #دولت #مجلس #سوسیالیسم #لیبرالیسم,politics
3363,#قیمت_خودرو داخلی را چند برابر کنید، ولی در عوض #گمرک را از #خودرو_وارداتی بردارید. آنوقت مشخص میشود #صنعت_خودرو_سازی چه میزان طرفدار دارد؟!... #دولت #مجلس #قیمت_خودرو,politics
3366,متهم ردیف اول ریزش بازار #بورس فقط #دولت روحانی است و نه مردم !  دولتی که برای حل مشکلات خودش از دی پارسال فنر زیر این بازار زد و بازار را حبابی کرد و این حس را به عوام القا کرد که این بازار از بانک هم کم ریسک تر است و همیشه سود می‌دهد حالا بیاید جواب دهد، منتهی نه از جیب مردم!,politics
3368,نقدینگی #مردم زخم خورده از اعتماد به این #دولت مردم فریب، از یک بازار مولد (#بورس) به یک بازار مخرب (#دلار) هدایت شد! ممنون که بهترین بهانه رو به تروریستهای آلبانی نشین می دین جنابان همکار در تیم اقتصادی https://t.co/jOscsYIXQs,politics
3369,#حسن_روحانی بابت عملکرد خود و #دولت و  شرمساری #بانک_مرکزی، عذرخواهی کرد😎 من با چه حقی هر روز دست در جیب مردم کردم و پول مردم را نصفش را برداشتم.  کاهش ارزش پول ملی در دولت من 6 برابر دولت موقت، 2 برابر دولت #موسوی و #هاشمی، 7 برابر #خاتمی و 2.5 برابر #احمدی‌نژاد است. #طنز #دلار https://t.co/SDcHsEaFaA,politics
3370,💍 «قانون تسهیل #ازدواج جوانان» در حال خاک خوردن!  🔺بی تفاوتی #دولت ها چه بلایی بر سر ازدواج جوانان آورد؟ #ازدواج_آسان https://t.co/rNGZmOeRsS,politics
3371,مثلا صاحبان زمین شکایت میکنند و بعد از دو ماه تازه عدم صلاحیت میزند و ارجاع به جایی دیگر میدهد! یا شکایت مردمی رابه عنوان گزارش مردمی مختومه اعلام میکند! و... وامروزمردم نگران #چشمه_آب شرب شان دربالادست این محل هستند آیا کسی هست مرا یاری کند! #قوه_قضائیه #دولت #خلخال #پروچ #روستا,politics
3374,@Mahdrobati شاید دولت بخواهد یک نوسان شیرین از دلار هم بگیرد.  یعنی فروش دلار بالای 25 تومن به مردم و برگشت دوباره آن به 20 تومن. #بورس #دلار #دولت #نوسان,politics
3376,می‌خوام یه یادآوری مهمی بکنم: مردم سیستان و بلوچستان کارت ملی کشور جمهوری اسلامی ایران رو دارند و ایرانی محسوب میشن  #سیستان_و_بلوچستان #دولت #حکومت #فقط_آب #یا_حسین,politics
3382,@RezaZnadi @Drx661 از ایران به همه رسیده ولی نه برمبنای استراتژی پایدار بر اساس تفکر هیت ای ج ا قطر وسط باز، همه اینکار رو می کنه که دیده بشه تو بازی ولی در کل مهره مهمی نیست اصل کار عربستان و ترکیه هستن تو این بازی که باید دید کدومشون خوبه میشه و کدوم بده  فعلا که ترکیه پیشتازه تو به قهقرا رفتن,politics
3387,@sarmastesharab اینا برای فک و فامیل و عشیره شون رای میدهند نه به ج.ا.!,politics
3390,اگر یکدهم براندازان اینقدر دلیر بودن ج ا تا الان رفته بود #نوید_افکاری #KingdomWithPahlavi https://t.co/ikSuRykxTq,politics
3393,همین اکنون؛  جریان سخن‌رانی دکتور عبدالله‌عبدالله رییس شورای عالی مصالحه ملی ج.ا.ا در مراسم افتتاحیه مذاکرات صلح - دوحه قطر  https://t.co/47cpud8zjJ,politics
3394,قابل توجه دوستانی که سابقه رجال ج.ا از بعد 88 براشون تعریف میشه. این آدم هم از عاملان جنایتهای دوران طلایی امام خوبیها بود. البته از نگاه مریدان میشه در توهم به سر برد و اصرار داشت که ایشان هم با وجود داشتن منصبهای مهم، در جنایات دهه طلایی شصت مداخله و حتی اطلاعی نداشتن. #صانعی https://t.co/0SZE54iL02,politics
3396,@SYRYUUS @mhcz_313 @IsraelPersian برنامه احمقانه فتح قدستون مثل شیشه عمر قاسم شکنندس و از فحشهای بسیجی وارت خنده دار تر. زهی خیال باطل بسیجی!زهی خیال باطل. و ما مثل شما ها رمالی نمیکنیم ولی مطمئن باش اگه خیلی هم بخواهیم گنگ و  بزدل باشیم یه جمله مثل “ج.ا ۲۵ سال آینده....” نمیسازیم. بازم میپرسم حال قاسم چطوره؟😉,politics
3402,"@oldieknafar @thegreatshopen @Mahshid_Samei مردم (از هر قشری) همین ج.ا را هم در شرایطی که کمی از فشار رو از روی قشر خودشون برداره (هرچند به قشرای دیگه منتقل کنه) تحمل میکنن.  یا اگه فرضاً آمریکا حمله کنه با ساز آمریکایی ها میرقصند. یا اگه کشور تجزیه بشه دیگه مثل جنگ عراق نیست که مردم برای ""وطن"" حاضر به فداکاری باشند. گذشت.",politics
3408,نمیدونم چرا با آدما جوری برخورد میکنیم که انگار فرصت هیچ اشتباهی ندارن. حتی اگه یه دنیا ارزش آفریده باشن و خدمت کرده باشن به محض اینکه یه اشتباهی ازشون ببینیم انقد میزنیم تو سرشون که بگن غلط کردیم کار کردیم تو این مملکت. من در نهایت تصمیم گرفتم با ج.ا کنار بیام و مهاجرت نکنم اما/,politics
3409,@abtahi_m کم لطفی نکن دیگه. اگه خارج نشین هایی مثل غالبی و پناه و حقیقی و محسن میلانی و ... و تلوزيون هایی مثل بی بی سی نبودن که نسخه موسوی و اصلاحات و کلیت ج.ا تا حالا پیچیده شده بود. مردم دی 96 فهمیدن فرقی بین موسوی و احمدی نژاد و روحانی و خاتمی و ... نیست همه پفیوزن و به فکر سهم از سفره,politics
3411,@bAno0o_MaL بعضیهااااا چون من خودمو سانسور نمیکنم و حرف دلمو زدم بهشون برخورده و هی ایران ایران میکنن بابا ایران تحت حاکمیت ج.ا با یه دنیا مشکلات اقتصادی و اجتماعی و سیاسی و تبعیض و دزدی مگه دلتنگی داره بخدااااا یه گرم هم دلم تنگ نشده,politics
3412,@ehsanmansuri ریشه فساد در کل حاکمیت ج ا ،است این مغالطه را کنار بگذارید که چاره ای نداریم جز فلان و جز بهمان استمرار طلبی مثل شما باید به زودی با این درد روبرو شود که راه نجات این ملت فقط از بین رفتن این سیستم ناکارامد با تمام اجزا و عواملش هست # دیگه تموم ماجرا,politics
3413,@Litttle_dolphin @HamedTabaar اینستا اتفاقاً باعث افسردگی و تنفر و عقده و حسرت و خیلی مشکلات دیگه میشه که ج ا دنبالشه,politics
3414,من یه دوست اکتیویست عربستانی دارم که معتقده ایرانی‌ها، اروپا رو در عرصه حقوق بشر داوطلبانه به ج.ا واگذار کردن و تمام تمرکزشون رو امریکاست،در حالی که بقیه یه مجموعه اکت‌های مرتبط و دومینویی رو با توجه به سیاست‌های خارجی جاری کشورهای غربی طراحی و بر اساس همون نقشه هدفمند عمل می‌کنن,politics
3416,@Fariba60867811 الان هم ایران ملکه داشته باشه خوبه چون نشون میده این ۴۱ سال ج.ا هیج کاری نتونسته روی مخ ملت انجام بده و فقط با توهش مزدورهای احمقش سعی کرده بانوان عقب بزنه,politics
3417,@Roshaana19 یا بهتره بگیریم روی عمق استراتژیک ج.ا ، اسراییل یک سور زد .,politics
3421,به صورت معکوس  تاریخ دفن ج ا  را هر روز  اعلام خواهم کرد 58 روز مانده تا دفن جمهوری اسلام  #KingdomWithPahlavi  @patrick_jane77 🇧🇭🇮🇱 #شمارش_معکوس https://t.co/pVo6m5f6ub,politics
3422,آخوند منتقد حکومت رو درک نمی‌کنم! اگه ج.ا نبود که آیت الله صانعی داشت سر خاکِ اموات با بلندگو دستی ″اللّهم آنِس وَحشتَة″ میخوند و دوزار کاسب میشد چه نقدی چه کشکی؟ چهل سال از همین رژیم ارتزاق کردن و گردنشون کلفت شده حالا شدن منتقد.,politics
3423,@sarabchian @salehiamir025 پس بغیر حکومت با مذهب ملتم مشکل داری؟ دوزاری تر از اونی هستی که فکرشو میکردم همین که ج.ا مردمو از شر دوزاریهایی مثل شما دور نگه داشته،شاهکار کرده! دهنتونو که باز میکنید،از بوی گند دهنتتون مردم فاصله میگیرن! با زبون خودت باهات صحبت کردم ولی بازم بعید میدونم فهمیده باشی برو بسلامت,politics
3425,@motazr2_313 @mnejati13 @re1001za خمینی همون اول گفت جنگ نعمته.این شد پایه واساس ج ا. اول که مردم عراق رو تحریک کرد و ۸ سال جنگ که به ثبات حکومت کمک کرد.بعدشم بعناوین مختلف جنگ افروزی در منطقه.ببین اگه روزی این مملکت به آرامش وثبات از جنس سوییس برسه طائب و حاجی زاده وسایر برادران قاچاقچی رو چیکارشون کنه حکومت؟,politics
3427,ببینید اونایی که به ج ا حمله میکنن یقینا مسئله شون نظام نیست اصل و هویت ایران و ایرانی هست نمونه‌ش این خانم معلم که فقط بخاطر ابراز علاقه به ایران و دفاع از هویت ایرانی مورد هجوم خوک‌های فحاش قرار کرفت https://t.co/x0yIl4jd4k,politics
3437,@SarAzadii @IsraelPersian اونی که میریزه تو خیابون اقلیت جامعس، اکثر جامعه اگه به نفعشون باشه نوکر سینه چاک ج. ا میشن، مثال همین تشییع جنازه سلیمانی,politics
3438,ولی راستش من به محض اینکه با ابعاد کارایی که ج.ا ۸۸ کرد آشنا شدم و از طرفی حوصله سختگیری دین هم نداشتم، پیش دانشگاهی مرجع تقلیدم رو از  آقا به آیت‌الله صانعی تغییر دادم  :)  آره مرجع تقلید داشتم یه زمانی😏😅,politics
3441,در حالی که پروژه آکسفورد به حال تعلیق در آمده ج.ا از فرصت استفاده کرده و به خط پایان نزدیک می شود. دستگاه کرونا یاب مستعان را که ویروس را از ۱۰۰ متری تشخیص می داد  و سپاه  آنرا رونمایی کرد حتما یادتان هست.‌ این هم یک آس دیگر https://t.co/VWe73J2Bs9,politics
3442,@BarzinMorteza @PahlaviReza اينكه به عده اى از مردم چون مخالف نظر ما هستن بگيم ابله  توهيين نيست؟! ما چه فرقي با ج ا داريم اگر قرار باشد كه تمام مخالفين تفكر ما كنار گذاشته يا توبيخ بشوند. آزادى بيان  تا وقتي خوبه كه كسي مخالف شما چيزى نگه؟,politics
3444,@RezaVaisi و اینکه چرا جدال بیشتر شده، از دید من: یک: عصابانی تر شدن مردم از ج ا و این احساس که میبایست وارد شد و کاری کرد. هر شخص خود را در طیفی که به نوع تفکرش نزدیکتره تعریف میکنه ۲,politics
3445,@MJ_Akbarin حقیقت اینه نه از67که از56ما داریم بهامیدیم کشته میدیم وبه قهقرا میریم و هیچ شعارو بیانیه وسندو مانیفستی جان یکی از درگذشتگان رابرنگردانده یاجلوی مرگ کسی رانگرفته.گاهی حس میکنم تمام دنیابا ج.ا همدسته.اینهمه بازی اینهمه شلوغ کاری چه سود داشته؟نسل به نسل داریم ازبین میریم، کِی پس؟,politics
3448,@shamimkhatoon_ یعنی چی ج.ا؟؟؟؟,politics
3457,@IraniMahbanoo حکومت ج.ا همه چیش جعلیه.,politics
3458,@AbbasErabi @BabaEmwsaid @abtahi_m شاید سن و سال شما اجازه نده ولی برای بنده که نحوه شکل گیری انقلاب ۵۷ رو بیاد دارم محرز هست که ج.ا در آستانه سقوط هست,politics
3465,@omid_maleki1 @ebtekarm_ir از صدر تا ذیل افراد ج.ا از اصولگرا تا اصلاح طلبشون دزد و فاسد هستند که رهبر هم حمایتشون میکنه بچه های همشون آمریکان از بچه حداد عادل گرفته تا لاری جانیها و افراد خبرگان و شورای نگهبان,politics
3467,@1lMeTvgoeKHook8 آخه جوجه کتلت از کی تا حالا ج. ا. وطن شده که بخوام بفروشمش,politics
3468,@RezaVaisi اگه منظور براندازها و اصلاح طلبانه، به خاطر اینه که اصلاح طلبان خواهان مماشات با ج.ا و دوامش هستن و به واسطه ج.ا از رانت بهره مندن و به هر طریق سعی در حفظش دارن اما تظاهر میکنن که خواهان اصلاح هستن و این شروع دعواست. البته ج.ا برای تخریب اپوزیسیون، خیلی نفوذی در بین اونها میفرسته,politics
3478,اسفند سال ۱۲۹۹ ببخشید اسفند سال ۱۳۹۹ پایان ج ا خواهدبود حکومت نئو قاجار تمام میشود #KingdomWithPahlavi,politics
3480,١-ترامپ انتخاب ميشود. ٢-ج.ا. با وعده هاى پشت پرده از طرف امريكا، مذاكره (١٢اصل)را ميپذيرد. ٣-رفراندوم زير نظر سازمان ملل برگزار ميشود. ٤- شاهزاده رأى قاطع ٨٠٪ را همراه خود ميكند و پادشاهىِ مشروطه مستقر ميشود. #KingdomWithPahlavi,politics
3483,اولا دانشگاه دولتی رایگان باید یک تعهد به خدمت بدی هنگام ثبتنام گمونم دو برابر میزان تحصیل دوما نه ج.ا نه حکومت قبل دلش برای من نسوخته تمام منابع کشور در اختیار دولت بوده تا تونستن هم تو درس های دانشگاه دخالت کردن https://t.co/mOzrbjh4Dd,politics
3484,@CallMiELA بنظر من ربطی به این نداره همه چی از روزی شروع شد که ج.ا زیادی رم کرد و نفتکش بریتانیا رو توقیف کرد از اون موقع بود که خیلی از مانع ها از جلوش برداشته شد,politics
3489,#احمدي_نژاد #آخرين رئيس جمهور ج ا خواهد بود و #حسن_روحاني دوره هشت ساله خودش رو تكميل نخواهد كرد! #پيشگويي,politics
3493,@ayham4es تا ج.ا باشه دیگه سینما نمیرم سینمای ولایی بدرد عرزشیا میخوره,politics
3499,@BtaIrani یوسف صانعی درگذشت او در موج اول اعدام زندانیان سیاسی در اوایل دهه ۶۰ دادستان کل ج.ا و از روحانیون تندرو اطراف خمینی بود. در سال ۶۸ هم با سفر به شهرهای مختلف و سخنرانی‌ در تثبیت رهبری خامنه‌ای بسیار تلاش کرد. نقد‌های بعدی او بر نظام از جنس نوستالژی خمینی در عصرخامنه‌ای بود.  🤛👊,politics
3501,@Amirabdolahian آره بابا طناب فقط طناب ج.ا که تهش بشن سوریه و عراق و یمن,politics
3505,در كتابهاي #تاريخ  ج ا مكررا قيد شده كه #درباريان #نالايق با گرفتن #هديه كشور رو به ورطه نابودي كشوندن! وقتش نشده كه روشن بشه اين درباريان چه كس يا كساني بودند؟  در ٤٠ سال اخير كه #دربار نداشتيم اوضاع به چه شكلي بوده؟ #شفافيت #شفافيت_مالي #اشرافي_گري,politics
3507,@_mahtabmahmoudi خودِخودش و حتي بسياري از كارشناسان مسائل آموزشي در فنلاند، دانمارك و باقي كشورهايي كه در زمينه پرورش و سيستم آموزشي نوين پيشگام هستنند همچنان انگشت به دهن مانده اند كه سيستم آموزشي ج.ا چقدر خرج تو كرد ١٨ سال كه گوني سرت كني، بعد اخرش بري بي حجاب تبليغ نظام آموزشيش رو بكني!؟,politics
3510,@zeinab_moezi @IsraelPersian هر قدر هم بکشن اندازه اسلام و خامنه ای و ج. ا نیست مزدور,politics
3528,@timsarjhanbani @sattarkhan121 @PahlaviReza من فکر می کنم احترام به تفاوت های یکدیگر  و تاکید بر اشتراک در مبارزه علیه ج.ا می تواند به همکاری منجر شود.   اختلاف نظر میان افراد یک امر طبیعی و غیر قابل اجتناب است. بجای پایفشاری بر اختلاف ها باید به تاکید بر نقاط مشترک پرداخت تا زمینه اتحاد فراهم شود,politics
3532,@SAA_IRAN در سیاست بین المللی، ج.ا صرفا یک مرده‌خور است. گوشه‌ای کمین می‌کند برای خطاهای رقبا تا مگر با لاشخوری بتواند امتیازاتی به دست آورد.,politics
3535,@sinavaliollah ج.ا هم مثل این دوستان، طرفدار آزادی پوششه فقط زبونش یه کم تنده طفلی🥴,politics
3536,بعضی از دوستان منتظرند شاهزاده رضا پهلوی با چتر از آسمون بپره پایین و ایران رو آزاد کنه چه کاری بهتراز اینکه دیدار با یک سناتور آمریکایی باعث بشه که اینچنین واضح و گویا از براندازی ج.ا سخن بگه به خوبی میشه روزهای پایانی رو دید شما در حال تماشای سقوط عظما هستید #KingdomWithPahlavi https://t.co/Fs7atdbMN6,politics
3544,:))) باید پسرا رو زنده بگور میکرد ج.ا 😂😅 https://t.co/6ovw29jmmJ,politics
3546,@Aban1998Tehrani دقت کنید عزیزان  ی مشت جنایتکار رو که جوانان ما رو در زندانها زیر بدترین شکنجه ها قرار دادن مشتی و با معرفت خطاب میکنه و خصوصا وقتی به کلمه مهربانی میرسه ، روی پرچم منحوس ج ا زوم میشه ، باید هوشیار باشیم,politics
3549,@Soshiyant8 @maasmaali @fater1357 @IsraelPersian این کشور اگه ۸ سال جنگ دوام اورد بخاطر مردم بود که شرف داشتن و جنگیدن ولی الان همین مردم نمیخوان سر به تن شما بی شرفا و ج ا باشه یکم فکر کن این نونی که میخوری برای مزدوری از گوشت سگ نجس تره,politics
3552,صانعی جنایت کار هم به درک واصل شد ؛ این جنایت کار ده ها نفر از مبارزان و مخالفین ج‌.ا را به اعدام محکوم کرد در اوج کشت و کشتار زمانی او دادستان کل کشور بود و بسیاری از احکام اعدام به دستور این جنایت کار صادر شد,politics
3557,@Parpanchi چون حکومت پادشاهی چنگال خونین نداشت که در پوست و استخوان مردم فرو کرده و با سایه مرگ روز مردم را شب کند. سرنگونی یک حکومت مذهبی با شکل و شمایل ج.ا یعنی جمع کردن یک بساط ۱۴۰۰ ساله جهل و خرافات.,politics
3561,@SAA_IRAN ج.ا نشان داده که قاعده رفتاری اش خیلی دوراز تصورنیست.ابتدا میدان بازی وبازیگرهایش راتغییر می دهد،سپس توافق می کند.دستورالعمل دولت جوان انقلابی نوشته شده است,politics
3564,@PadDolat از نظر ج ا صلح کردن اقدامی ننگین است,politics
3567,@bahramgour مسلما قصد داشته خودش رو هم حفظ کنه به نظرم ثابتی حتی از کسانی چون علم و فردوست هم بیشتر در ریز بسیاری از جزئیات بوده  عرض کردم که در ابتدای کتاب میگه یه مجموعه یادداشت بسیار جامع نوشتم که فعلا منتشر نمیکنم چون مطمئنم ج.ا ازش سواستفاده میکنه (یعنی خیلیییی حرفا توش زده پس!),politics
3569,آقای علی جوانمردی برای مبارزه با انگلستان در رابطه با کمکشان به ج. ا. اکانتشان بسته شده دوستان لطفا کمک کنید ایشان دوباره به توییتر برگردند چون خیلی از خبرهای دست اول ایشان تا به توییتر برسد امکان دارد دیر شود #AliJavanmardi  #BritishMoney_MullahsHoney https://t.co/HcLuxGAILS,politics
3571,ابتکار #هواپیمایی ج.ا برای پروازی مطمئن و‌بدون حادثه برای مسافران https://t.co/cPe3sfJDZY,politics
3584,@a_raefipour1 کل ج.ا هدفش یکسره کردن کار مردمه,politics
3588,@mayazarmuri بابا خب آدم می‌سوزه. طرف هزار بار اومده خونه‌م و هزار بار سر یه سفره نشستیم و غرهاش از دوس‌پسرشو میاره برای من. اون‌وقت از ج ا دلخوره به من میگه زن‌ستیز :)))))) فاکینگ زن‌ستیز.,politics
3591,@alilahoot نميدونم چرا هي ميگن ايران؟؟ بابا ج ا اينارو ميگه نه ايران :)))),politics
3595,یوسف صانعی درگذشت او در موج اول اعدام زندانیان سیاسی در اوایل دهه ۶۰ دادستان کل ج.ا و از روحانیون تندرو اطراف خمینی بود. در سال ۶۸ هم با سفر به شهرهای مختلف و سخنرانی‌ در تثبیت رهبری خامنه‌ای بسیار تلاش کرد. نقد‌های بعدی او بر نظام از جنس نوستالژی خمینی در عصرخامنه‌ای بود. https://t.co/WOzjNLeNIU,politics
3596,کشورهای عربی قابل اعتمادتر از اسرائیل هستن، حکومتهای این کشورها محافظه‌کار نیمچه مذهبیه، اگر ج ا نبود اسرائیل آبش با اینا تو یه جوق نمیرفت و روزی خواهد رسید که ج ا کمخطرتر میشه و اینا با اسرائیل درگیر میشن,politics
3597,@Ash40960551 @Alighazizade عوضش تو تمام منفورها رو ریت کردی ، تمام رانت دارها از ج.ا ، تمام سگهای پاسبان ج.ا,politics
3602,@SAvginsaz شرط آن این است ابتدا با ساکنین فلسطینی به صلح و دوستی پایدار دست یابید در این شرایط ج.ا مستأصل خواهد شد,politics
3609,@MJ_Akbarin فروغ جاویدان 4 مرداد شروع شد چطوری ج.ا تعدادیشون رو در اواخر تیر اعدام کرد؟!,politics
3611,@minoo58243182 @chawshin_83 @MahIzadYaar @PahlaviReza شما کاملا درست میگویید دموکراسی منافاتی با پادشاهی ندارد اما من از این جهت گفتم که در گام اول همه جریانها چه جمهوری خواه چه پادشاهی خواه را برای رسیدن به دموکراسی حول محور شاهزاده رضا پهلوی گرد آوریم و به همدلی برسیم برای قدرت هر چه بیشتر در گام اول براندازی ج ا. #همبستگی🌹,politics
