number,tweet,label 
10171,@lidalmk جدا از شوخی، به جز ضعیف شدن چشم، میتونه به خاطر آلودگی هوا باشه. هوایی که تنفس میکنی که غلظت اکسیژن ورودی رو کم کنه میتونه باعث سردرد بشه.,social
21244,شبکه طلا و ارز -  طلا باز هم بالا رفت: فارس به نقل از رویترز نوشت: پس از اینکه اپل، تولیدکننده آیفون نسبت به درآمدهای خود به علت در اثر شیوع ویروس کرونا در چین هشدار داد، قیمت طلا در معاملات امروز به علت افزایش تقاضا، به بالاترین رقم ۲ هفته گذشته رسید.پس… https://t.co/5bWM8IM52m,economy
4143,تو دوره راهنمایی ام یکی از همکلاسی هام با شلوار ورزشی آبی اومده بود مدرسه، متوجه نشده بود تا اینکه ما بهش گفتیم، زنگ زد مامانش شلوار فرمشو آورد 😬 https://t.co/JYS6IvpRBK,sport
40920,توزیع بسته های معیشتی کالایی، در جغرافیایی که این کالا ها از طریق خیرین یا مجموعه های مختلف آن منطقه گردآوری شده است در دستور کار این رزمایش است. #کمک_مومنانه #فقط_به_عشق_علی,economy
35835,آقاا یه نوشته ای بود از یه بنده خدایی که بیشعور اونیه که طلا آویزونشه ولی دندوناش خرابه! خب با این وضع قیمت دندان پزشکی  من می خوام طلا بفروشم برم دندون پزشکی عاااایا حالا من باشعور هستم!🤔😁😁😁,economy
3885,وزیر معارف کشور با سفیر کشور اندونیزیا در افغانستان دیدار نمودند؛ در این نشست، طرفین از همکاری‌های دو جانبه یاد نموده اند. این مقام‌ها تعهد نموده اند که در عرصه تعلیمات و تجارب علمی و فرهنگی و نیز رشد برنامه‌های ورزشی با همدیگر همکاری خواهند نمود. #Education #AFG🇦🇫 #Indonesia https://t.co/UcgzX91OgB,sport
24738,@Saeed0414 ببینید بحث اینه هوش مصنوعی نمی تونه کلا پزشکی رو حذف کنه، خیلی کارها خواهد کرد ولی اینکه فکر کنیم کلا پزشکی حذف بشه خنده داره,scientific
20603,@adambihavva گور باباي لاغري بخدا گور باباش تپلي خيلي هم قشنگه,health
35937,"ولیعهد ابوظبی بمناسبت فرا رسیدن عید قربان نزدیک به 2 هزار وام مسکن بازنشستگان اماراتی رو بخشیده.....  +اینجا هم از اول سال میخوان حقوق بازنشستگان و همسان سازی کنن ""که اونم حداقلیه"" ولی دلشون نمیاد ...",economy
1862,@SohaybNajafi @Setareh_Srs کسی که به خاطر کیت تیم عوض میکنه هم مگه فوتبال میدونه؟,sport
32920,چاقی لاغری جوش زیاد گل مژه قیافه دماغ از من بگیرن دیگه درمورد چی غر بزنم,health
6517,در آخرین مورد مشاوره به دوستام پرخاشگری و «برین روش» توصیه کردم، این دکترهای روان‌پزشک و وران‌درمانگر و روان شناس که ۳ ماه ۳ ماه نوبت می‌دن، دیگه مجبروی باید بشینم خودم چندتا کتاب بخونم بتونم راهکارهای بهتری پیشنهاد بدم.,social
1920,@MirzaeiMazdak ۱) مزدک جان هیچ برنامه و گروه و دلالی پشت  درخواست هواداران برای برگرداندن استرا نیست  اینها هوادارانی هستند که بعد از سالها دیدند تمیشون زیباترین فوتبال تو ایران داره بازی میکنه صدر جدول و بهترین کادر فنی دهه های اخیر باشگاه داره و یک عده این و از هوادار گرفتن,sport
4701,@AlirezaaNejati ایشالا قهرمانی یووه تو اروپا 🥳,sport
417,فساد تا کجا؟ #پرسپوليس https://t.co/KcqmVhfjZt,sport
12912,ما با امریکا در شرایط تنش و جنگی قرار داریم یا نه...؟؟؟ حالا دیدار وزیر خارجه ما با سناتور آمریکایی #کریس_مورفی در #اجلاس_امنیتی_مونیخ چه معنی میده؟؟ خودشون که میگن دیپلماسی عمومی!!! ولی من میگم خیانت... #ظریف #سردار_دیپلماسی 😂😂🤣🤣 #ابوموسی_اشعری #سردار_سلیمانی https://t.co/jgh0ZbNFwJ,politics
35268,@behnamsamadi_ir منظورت از امنیت اینه که کسی تو خیابون تو اعتراض بهش شلیک نمیشه یا هواپیما تو سه تا موشک نمیزنن یا شاید حتی منظورت امنیت اقتصادی است (قیمت دلار و طلا و...)یا نه شاید امنیت روانی جامعه است که گشت ارشاد و حجاب اجباری و ممنوعیت دوچرخه سواری آورده ؟از امنیت گور خواب و کارتون خواب چی؟,economy
27812,@arir93 ای خدا کاش باز ادامه بده اسرائیل و این ویروس مزمن رو تا حدالامکان تحقیر کنه,health
15654,@jon_Wolf_M دست کم نمیگیرم واقعا دست کم گرفتنیه، به چیز آکادمیک هست چیز جدیدی نداره مثل بچه خرخونی که کتاب رو تحویل میده هست، مثل موسیقی پاپ هست,cultural
21487,شبکه طلا و ارز -  سهام چه شرکت‌هایی بیشترین افت را داشتند؟: شاخص بورس در جریان معاملات امروز بازار سرمایه با افت 4692واحدی به کار خود پایان داد و تعداد 5میلیارد و 55میلیون سهم و حقتقدم بهارزش 3هزار و 687میلیارد تومان در 706هزار نوبت مورد دادوستد قرار… https://t.co/zB0VPUf5Uv https://t.co/AWP7TfRyiz,economy
39565,@rza_810 باور کنید قددت اینو داشتم میگفتم فقط کشاورز حق صادرات داره همین  این بهترین هست,economy
31802,@AfroKidoOo یه چیزی بگو باور کردنی ، بدلیل کرونا همون تعدادی که قبلا می گرفتند الان نمی گیرند،  چطور بی دلیل بازداشت !!!!!,health
22378,تعداد نیروهای عمدتا افغانی که در سالهای قبل به دلائل مالی و اخذ اقامت در ایران که به نام فاطمیون،زینبیون و....در سوریه برای اهداف رژیم میجنگند مابین ۴۵۰۰تا ۷۰۰۰نفر تخمین زده میشود،حداقل حقوق دریافتی این نیروها ماهیانه هزار دلار آمریکای جهانخواره!!این مبلغ جدای از کمکهایی که ...,economy
38144,@raha0087 @ThatisEurus @doctor_biza حرفی نیست واقعا😂😂دیدی میگن دست به هرچی بزنی طلا میشه  تو برعکسی با این شانست😂,economy
25487,با کسانی ک برای پیشبرد اهدافشون ی جماعت مرد،زن و بچه را تو سینما زنده زنده سوزاندند میشه منطقی حرف زد ک ما هشتک ترند میکنیم,cultural
17876,@Zzzzilchh این که خواسته تورو دور از جون مبتلا به این ویروس کنه مثلا:))))))))) من به در و دیوارا ام دست نمیزنم حس موج سوارا رو دارم تو اتوبوس و مترو:))),health
5469,@BehrangRajabi @marzie_r از سر تنبلي و بي حوصلگي؟ يعني بعد از ابان خونين و قتل هزاران نفر اگر راي ندن از سر تنبلي هست؟ يعني شما يه ذره شعور براي مردم قائل نيستي؟,social
24801,@FaeziMorteza @Parishan_zolf دقیقا مسئله همین هست جان که در خطر باشه  فرقی نمیکنه تو در کجای دنیا با چه وضعیت اقتصادی و فرهنگی داری زندگی میکنی فهم این موضوع اینقدر سخته که حاضر نیستید به خاطرش شکرگزار باشید!,cultural
19633,@Baharazadi2020 خوب به حرفاش گوش کنید، چقدر منم منم می کنه، بله جناب محترم قبل از تو هم بودند که جیگر داشتند که دارو ندار اینها رو افشا کند، چه از جنایتشان و چه از چپاولشان، آنزمان تو کجا بودی که بیاد نداری.,health
3796,@IsraelPersian دم اسرائیل گرم . حداقل هفته ای دو بار میزنه مادر این سپاهیا رو میگاد بعد این میمونا میان اینجا میگن کلاس شنا یادتون نره 😂,sport
17976,عشق فقط عشق علی  رهبر فقط سیدعلی #فقط_به_عشق_علی  #کمک_مؤمنانه,politics
1051,اگه فک میکنی پنالتیای استقلال جلو نساجیو سپاهان اشتباه بوده و باید اینو حتما بگی منو ب آ کن، حوصله این تیپ طرفداریو دیگه ندارم,sport
20034,⁉️آیا به اندازه ی کافی مراقب خود هستید؟ مراقبت از خود (خود مراقبتی) فعالیتی آگاهانه و هدفدار است که در آن فرد از مهارت و توانایی خود در جهت ارتقاء سلامت و پیش گیری از بیماری انجام می دهد.  خود مراقبتی در برگیرنده ی ابعاد مختلف زندگی جسمی، روانی، اجتماعی و معنوی ماست. #سلامت_روان https://t.co/6rN1Dm6vX5,health
23874,@map1391 یارانه بیشتر؟ کارت سوخت ۱۳۵۷ لیتری؟  کی حق منو خووووووورده؟ کی حق منو خووووووورده؟ کی حق منو خووووووورده؟ کی حق منو خووووووورده؟ کی حق منو خووووووورده؟ کی حق منو خووووووورده؟ کی حق منو خووووووورده؟ کی حق منو خووووووورده؟ کی حق منو خووووووورده؟ کی حق منو خووووووورده؟,economy
40866,امروز باید همه ما به وظیفه خودمان در عرصه خدمت‌رسانی عمل کنیم تا در فضای کنونی که مشکلات معیشتی، تورم، گرانی و نوسانات قیمت مردم را آزار می دهد، به یکدیگر رحم کنیم و یاور هم باشیم. #کمک_مومنانه #فقط_به_عشق_علی,economy
19861,ادامه تويت قبل: خبر خوب اينكه افسردگي و بقيه بيماريهاي اعصاب،با درمان و شرايط محيطي مناسب قابل درمان يا كنترل هستن.راههاي درمان١- اين بيماري رو مثله بقيه بيماريها بپذيرين و بدونين كه خوب ميشين٢-حتمن به نزديكانتون بگين حالت و شرايطتون را٣-از يه روانپزشك كمك بگيرين. #سلامت_روان,health
42440,@dachaliaqa @chimigii همون هوش مصنوعی تو فیلمher,scientific
21248,شبکه طلا و ارز -  تراز تجاری مثبت «نفت و گاز و مشتقات» آمریکا: پیش بینی کردیم که خروج آمریکا از برجام موجب خواهد شد تا وابستگی اقتصاد آمریکا به انرژی به پایان برسد. تراز تجاری نفت و گاز و مشتقات آمریکا از منفی ۱۰۰ میلیارد دلار در سال ۲۰۰۱ میلادی به بیش… https://t.co/tFUYc5M980 https://t.co/wOnaTKvfbG,economy
19667,@trex_isan دارو بخور برای افسردگی خیلی کمک میکنه. بهترینش خاندان SSRI هست برای یک مدت همزمان هم رفتار درمانی و مشاوره خیلی خوب تاثیر داره,health
42990,@davood_hakimian خوش بحالت من امروز یسریش تموم شد جمعه هم یه آز دارم هم المپیاد یدونه هم 27 که خیلی سخته 🙂❤,scientific
1739,از مسابقه والیبال اومدیم دیدیم سقف خوابگاه ریخته :| از زیر کنافِ سقف سوسک و انواع موجودات ریخته رو زمین! وضعیت غریبیه 😐 https://t.co/O0TQQN5x9Y,sport
460,شان باشگاه چه صیغه ای هست دیگه؟! احمد نورالهی اگر یه مصاحبه درست کرده باشه همینه کاپیتان دوم و آینده پرسپولیس در مورد مشکلات باشگاه نگه کی بگه؟ مسی مگه مدام از مشکلات باشگاهش گلایه نمیکنه؟! اگر ۱ درصد به کاپیتانی احمد شک داشتم الان مطمئنم کاپیتان بزرگی خواهد شد هوادار پشتته پسر❤ https://t.co/hFQh0eb2Vm,sport
25429,مبحث انتگرال تو المپیاد جهانی هست؟ آخه ما همیشه مقام میاریم  نگرانم,scientific
26410,من براي جامعه علمي كشور كه استادش معتقده شاعرا هنرمند نيستن واقعا متاسفم!,scientific
28377,@shatoot99 @Pedram5694 😑😑😑خانم هیچ انسان عاقلی اینجوری فکر نمیکنه...اینجور تفکرات مثل شما مثل ویروس کرونا هطرناک هست. من دلم بخواد هر کاری اجازه ندارم بکنم پدر و مادر وظیفه داره از فرزندانش حفاظت کنه...اصلا حرف شما یک درصد منطقی نیست.‌شانه خالی کردن از وظیفه هست,health
16756,@FarsNewsInt این تحلیل درست نیست.محور اصلی سیاست خارجی آمریکا مستقل از دولت آمریکاست.,politics
19357,@mhabibi1367 قربانت اگه هم دیدی خوب نشد بفرمایید که یه بار پیش یکی اساتید طب سنتی بودم زنگ بزنم گوشی رو بدم بش بعد دارو رو برات بفرستم,health
25781,ولی در این نمای فروسرخ که ژرفای درون این سه بخش را هم آشکار کرده، رشته‌هایی از غبارهای برافروخته به همراه ستارگان نوزاد نیز در آن نمایان شده است. این تصویر زیبای رنگ زیف (رنگ کاذب) را تلسکوپ فضایی اسپیتزر ناسا گرفته.,scientific
24268,روزی موتسارت جوان در شهر لایپزیک، در بازدید از کلیسای سنت توماس، برای نخستین بار یکی از موتت‌های(نوعی موسیقی کورال) باخ را می‌شنود. بلافاصله بانگ برمی‌آورد: (( این موسیقی‌ای‌ست که می‌توان از آن چیزی آموخت)),cultural
5964,@aliiiiiisson_ قهرمانی هم از مشتشون سر خورد,sport
3013,⚽️ پیکان تهران - فولاد خوزستان 🏆 لیگ برتر جام خلیج فارس - هفته بیستم 🗓️ جمعه٬ ۲۵ بهمن ماه ⏰ ۱۵:۳۰ 🏟️ شهر قدس٬ تهران 📺 بدون پوشش تلویزیونی 📱 پخش زنده: بدون پوشش تلویزیونی 🎫 بلیت الکترونیکی: https://t.co/z1xgiowNKd https://t.co/MSDeosmq25,sport
25048,@Dalanpar2009 @AliKheradpir مخاطب BBC انگلیسی با مخاطب BBC فارسی متفاوت هست، #انگلستان در هر حوزه فرهنگی و زبان و اقلیمی و جغرافیایی منافع خاص خودش را دارد، دلیلی ندارد رفتاری که با مخاطب فارسی دارد همان رفتار را با مخاطب انگلیسی داشته باشد. BBC جز منافع انگلستان منافع هیچ کشور و گروهی را دنبال نمی‌کند.,cultural
6642,مردم شرق #کرمان پس از بیش از ۱۰ روز #طوفان شن حالا با #ریزگردها  درگیر شده‌اند میزان #آلودگی_هوا در برخی از شهرهای کرمان به ۱۰۰ برابر حد #استاندارد رسیده است. #روزنامه #پیام_ما #محیط_زیست #میراث_فرهنگی #خبر #اخبار #استان #ایران #بحران_آب #خشکسالی #اقتصاد #حاشیه_نشینی #دریاچه… https://t.co/QMlWtdT9pD,social
7432,✅ دادگاه در انتظار تفنگداران قاچاقچی مواد مخدر و انسان آمریکایی   https://t.co/G0vDMBM56j,social
10633,این لایه ها را ما با کمک برادران سپاهی پدید آوردیم،در ازای آموزش نیروهای طالبان مواد مخدر از افغانستان وارد کردیم و در دسترس جوانانی که جایی برای تخلیه انرژی نداشتند قرار دادیم.ارزان و سهل الوصول! معتادها برای ما بی دردسرند،برانداز نمیشوند و دنبال حق و حقوقشان نیستند https://t.co/rlhwWgfcVJ,social
17214,حالا چه کنیم با این همه بازیگر و کارگردان و نویسنده و شاعر و عکاس و موزیسین؟! #شاعر #شعر #هنر  #بازیگر #کارگردان  #نویسنده  #تئاتر  #سينما,cultural
3400,۴🔻دیاباته با این ۱۲ گل، بهترین گلزن خارجی تاریخ باشگاه استقلال در لیگ برتر است. او همچنین با ۱۵ گل بالاتر از مامه تیام بهترین گلزن خارجی استقلال در همه مسابقات است.,sport
11273,@famil2r تو دولت روحانی هم به کار همینو میگن,politics
40054,#PPC_farsi #bbcshutup پی پی سی فارسی اعلام کرد حکومت ایران  برنامه ای جدی برای جلوگیری از صادرات نخبگان دارد https://t.co/1GytBPKZ1D,economy
24872,رهبر معظم انقلاب مسئله فرهنگ و مسئله صف آرایی فرهنگی در مقابل دشمن را جدی بگیرید.این وظیفه ی ماست #لبیک_یا_خامنه_ای,cultural
17168,@sanazazz ... هم تقاضا رو محدود می کنه و عملا عرضه هم دستشه. ولی خب به جز قیمت و عرضه و تقاضا میشه چیزای دیگه رو تنظیم کرد. مثلا تو سوئد و فکر کنم اکثر کشورای اروپایی یه مالیات کربون دی اکسید یا مالیات سوخت روی بنزین اضافه میشه به خاطر اینکه استفاده زیاد از سوخت به محیط زیست ضرر می زنه ...,politics
15788,@aydinkhalili @amiryaghoubali من هنوزم اجرای الشعب یرید...با اختلاف بیش از بقیه دوست دارم. اما این از نظر متن و موسیقی عالی بود,cultural
18152,دوستم که از چین اومده بود (20 روز قبل) اومد بیمارستان دیدنم، اگه از کرونا اونجا جون سالم به در برد ،قطعا از ویروس بیمارستان ما نمیبره😂,health
35221,احمق نباش بیشترین کمک اصلاح طلبان به لبنان میکنن البته قبلش جیب منو تو رو میزنن با بالا بردن قیمت طلا و دلار,economy
4813,@AmirJaone مرزا هم بستس،ا سمت ابادان ی دس شنا بزن بیا,sport
9119,@sCherry44345552 تعریف فقیر تو هر کشوری فرق میکنه مثلا فقیر اونجا حد اقل از نظر رفاه اجتماعی برابر پزشک اینجاست,social
16604,@Jedaaal البته همچون نظامی در عرصه فرهنگی و اقتصادی و رسانه ای هم قدرتمند خواهیم شد.ابتدا باید متولیان متقی و متخصصی داشته باشند و وظیفه ما مردم است.,cultural
27026,تو کوچه های مشهد راه میرفتم ی خونه توجه‌ من رو جلب کرد!! رفتم جلوتر دیدم...آثار باستانیه!! #آثار_باستانی  #مشهد https://t.co/CZDmkVKMa8,cultural
9573,کلاهبرداری در املاک و مستغلات ترکیه ـ (قسمت اول) ـ قيمت هاى غير واقعى  --  kamiran شرکت آپارتمان رویایی ترکیه  شماره تماس با ما از طریق واتساپ https://t.co/CBJ3uHJP01  #کلاهبرداری_در_املاک_و_مستغلات #سرمایه_گذاری_مطمئن #آپارتمان_رویایی_ترکیه https://t.co/eMdfCNWRlk,social
8362,#سجاد_شاهسنایی کیرم تو شهادت که باعث مرگ یه آدم بی گناه دیگی ای شد که اصلا هیچ دادگاه عمومی برگذار نشد تا مردم زنده ببینن عین همیشه اعترافات اجباری و در آخر جواب تیری که همون رفیقای کیری پاسدارت دادن هوی بود مردیییی حرومزاده به درک اما اینو بدون بقیتون هم میمیرن به زودی.,social
3841,@bbcpersian چهارمین قهرمانی پی در پی وزارت ورزش در لیگ برتر را، خدمت رئیس جمهور، آقای روحانی تبریک میگوییم. هر چند توی همه مسائل کشور گند زد، ولی توی این مورد بینظیر عمل کرد!!,sport
18611,@panaaaaaaah حتما میشه اصلا به درمان سریع فکر نکن که توقعت از خودت بالا نره داروتو مثل خوراک روزانه بهش نگاه کن برای خودت از دارو غول نساز,health
7979,@hamidzerafat اول توی استانداری لونه می‌کنن ، بعد از دو سه سال شیر میشن و‌ میان بیرون. بعد از نماینده شدن هم دوباره یه سیل دیگه ازشون راهی ادارات میشه و سیکل بدبختی شیرازیا ادامه پیدا میکنه,social
15221,اجرای دوم تئاتر امروز ی اجرای بداهه بود و مام میتونستیم توش حرف بزنیم..اخرش بحث رسید به ی نقطه ای و یکی از بازیگرا گفت مریض و احمق ک نبودم وارد این رابطه بشم:)) منم با ژست روانشناس طور وارد شدم و گفتم حالا مریض ک نه ولی ی نوعی از اختلاله اتفاقا:) و بهش میگن طرحواره ناسازگار,cultural
24755,فکر کنم بالاخره دوست از تو خیابون پیدا کردم. ادم جالبیه و کارش یجورایی استفاده از هوش مصنوعی تو معماریه. الانم یه موزیک برام فرستاد حال کردم باهاش,scientific
36486,@lworldasiseeitl با دلار 25 و سکه 11 میلیونی میخوام بگم نگران آقای عزیزمحمدی هستم,economy
18413,@Atibanoo1 گزینه سوم سعی در درمان درخت!,health
10181,@kouroshataee خدا نگهدار مادرت باشه ولی واقعا معلمها تقریبا هفته ایی بیست ساعت سر کار می رن یعنی کمتر از نصف قانون کار. عید و سه ماه تابستان و برف و آلودگی هوا تعطیل هستند. حقوقشان هم حداقل بیست و پنج درصد بالاتر از حداقل حقوق هست خدایش وضعشان خیلی هم بد نیست. خیلی بیشتر از تلاششان پول درمیارن,social
43829,فضانوردان ناسا با کپسول درگن اسپیس‌اکس به زمین باز‌می‌گردند https://t.co/YP2EZzH2L3,scientific
2902,@7PkrGFaRWNDWMAa فکر کنم اگر منصفانه نگاه کنیم لیگ برتر کلآ هم مهم‌تره. الآن چند نفر یادشونه تاتنهام - بارسای سال قبل یا یونایتد - یوونتوس چی شد؟,sport
21461,زندگی تو خاورمیانه اینجوریه که داری زندگیتو میکنه به خودت میای میبینی منفجر شدی .,politics
2392,@h_hushi بسکتبال  شنا  پارکور,sport
39661,⭕ بندر بیروت از نظر اقتصادی چه اهمیتی برای لبنان دارد؟  🔹بندر بیروت روزانه با ۳۰۰ بندرگاه جهانی در تعامل بود و سالانه پذیرای حدود سه هزار کشتی بوده که عمده صادرات و واردات لبنان از آن صورت می‌گرفت. https://t.co/vgSVxm1uBN,economy
8578,قلب ما كي براي جادادن اينهمه رنج و آلام بزرگ شد؟ من ميفهمم بعضي ها چرا از مرثيه بدشون مياد اما به نظرم ما حتي براي كشته هاي آبان هم سوگواري كافي نكرديم از آبان تا قتل عمد دولتي #مصطفی_صالحی چند كشته؟ همه دائم در حال مرثيه ان چون وقت سوگواري براي هيچ دردي رو نداشتن!,social
32641,5 روش کاهش وزن در خواب  #AmenBeauty #Health #Beauty #sleep #losingweight #fat #thin  #آمن_بیوتی #زيبايي #سلامتی #لاغري #لاغر #كاهش_وزن #خواب   https://t.co/gkKo33z6Ea,health
17427,@lieaEbony کرونا رو ولش کن چیز دیگه ای نگرفته باشه🤪,health
8129,زلزله 5.2 ریشتری #مانیسای #ترکیه را لرزاند https://t.co/Jvv868uj0q,social
16716,میگه به نظرت تفاوت فرهنگی ما بیشتر کجا خودشو نشون میده؟ میگم اینکه تو هیچ وقت صبحا به من صبحانه نمیدی قبل اینکه برم. میگه به نظرم بیشتر اونجاست که تو بعد این همه وقت هنوز روت نمیشه بدون اینکه من بگم برای خودت صبحانه درست کنی قبل اینکه بری.,cultural
30974,@sogoliam 🙇‍♂️🙇‍♂️😔🙌🙌  شادی و سلامتی و حال خوب براتون,health
18221,🔻بخش‌های مهم گزارش سازمان ملل درباره ترور سردار سلیمانی  گزارشگر سازمان ملل: 🔹برای اولین بار، در ژانویه ۲۰۲۰، یک پهپاد مسلح یک مقام عالی‌رتبه یک دولت خارجی را در خاک یک کشور ثالث هدف قرار داد-این یک تحول مهم و تنش‌زا بود. 🔹هدف قرار دادن ژنرال سلیمانی و مرگ #رشتو /١  🔹,politics
14418,@SearchforT @dralirezasalimi @Ruhollahnejabat @mb_ghalibaf @arzakani @malekshariati @Raisi_tweet ۱/همچنین مطابق تبصره یک ماده واحده قانون فوق، مقامات مذکور در ماده ۷۱ قانون مدیریت خدمات کشوری (رؤسای سه قوه، معاون اول رئیس جمهور، نواب رئیس مجلس شورای اسلامی و اعضا شورای نگهبان، وزرا، نمایندگان مجلس شورای اسلامی و معاونین رئیس جمهور، استانداران و سفرا و معاونین وزرا) و..,politics
12652,@haniebhr دقیقا هر چند وقت یه بار شماها یه تیکه اینجوری به رهبر میندازین و بعد مظلومانه میشینین کنار که یه عده بهتون حرف بزنن بعد ننه من غریبم بازی در بیارین.سعی کنین احترام به عقایدو بپذیرین,politics
37999,@pirooz_ali @chawshin_83 @KavehMadani @Javanmardi75 این کوه ها بدلیل وجود اثار باستانی و مجسمه های طلا دست روشون گذاشته شده,economy
7679,خودش میگه اگه بخواد کسی رو نجات بده دست خودشه اگه نخواد نه.گوره بابای سیاست گوره بابای رژیم.میخواد بره میخواد نره.اینفدر اوضاع اینجا خرابه که خیلی ها پول اینترنت هم ندارن دیگه.این همه درد کشیدیم حالا قراره سیل و زلزله و ویروس و شهاب سنگ و جنگ و قتل هم بیاد.بابا ننه و خواهر و,social
21791,شبکه طلا و ارز -  6 هاچ بک در بازه‌ی قیمتی 100 تا 250 میلیونی +تصاویر: پدال نیوز: نگاهی به ویژگی‌های شش محصول مختلف و مهیج بازار هاچ‌بک کراس‌های ایران در بخش میانی که در بازه قیمتی ۱۰۰ تا ۲۵۰ میلیون تومان قیمت دارند و اغلب‌شان آپشن‌های معمول یک خودرو… https://t.co/gGToUdMKAF,economy
19661,یکی از سرمایه گزارهای شناخته شده در صنعت دارو ۵ سال پیش حدود ۶۰ میلیارد تومن برای احداث یه کارخونه دارویی توی جاده دماوند سرمایه گزاری کرد. با چندتا از شرکت های اروپایی برای اخذ لایسنس تولید محصولات در ایران به توافق رسیده بود اما همچنان بخاطر #تحریم ها هیچ کاری نتونسته بکنه.,politics
6919,@biya_baghalam2 چیز ناله نکن 🚶🚶 تو خوبی، یک بنده خدایی اینجوری اومده تو باشگاه به من داره درس بدنسازی میده😂,sport
42582,@osdemah اتاوا بدليل معماري شهري و تغييرات اقليمي و گرمايش زمين تو سالهاي اخير خيلي سيل-خيز شده! مراقب باشيد,scientific
38213,از اینایی میشم که به زور میبرنش بهشت، بعد از شانسم خدا به مامانم اینا میگه زوری آوردینش اینجا به اختیار خودش نبوده، بفرستینش جهنم. من میمونم و ی چوبِ دو سر طلا.,economy
37651,🔴بی بی سی سردمدارهمان جریانیست که ازانرژی هسته ای، پرتاب ماهواره،رزمایش،مسکن مهر،خودکفایی،کارت سوخت و... تلخی وشکست تعبیرمیکند ولی ازبرجام وکنسرت وحسن روحانی به عنوان دست آورد ارزشمند معرفی می‌کند. تا جریان تحریف خفه نشود تحریم ها از بین نمی‌رود!  bbcshutup  *سید هانی هاشمی*,economy
25117,هفته گذشته بوریس جانسون در بریتانیا، در مسیر به صفر رساندن مصرف کربن، زمان از دور خارج کردن خودروهای بنزینی و دیزلی را تا سال ۲۰۳۵ میلادی جلو انداخت.  #گرمایش_زمین #ایندیپندنت_فارسی  https://t.co/4tH7De0Z95,scientific
23607,@sallaneh @almostmah @treplyov تارهای سفید موی و سبیل از جمهوریاسلامی‌ست، اما انگار تئاتر هنری مرده‌ست در این دیار... نیاز به فضایی دارد برای گفتگو.,cultural
19318,@z_musavie ستاد پیشگیری از قحطی 😂😂,health
4479,چقدر دلم میخواست الان بچه بودم میرفتیم شمال ما تو حوض شنا میکردیم مامان بزرگم برامون میرقصید بابا بزرگمم مثل همیشه دم انباریش مشغول درست کردن یه چیزی بود :(,sport
4359,امیدوارم با عمامه ات بتونی پروتکل شنا کردن تو دریا بنویسی !  #IranianStudentsGenocide,sport
185,مهم نیست استقلال بازی داره یا پرسپولیس. تایملاین پر از فحش به دفاعه,sport
24246,پرتاب دیروزربطی به سازمان فضایی ندارد.  ماهواره بر سیمرغ ساخت سازمان صنایع هوافضا و وابسته به وزارت دفاع میباشد به سرعت کافی نرسیده است. البته در مورد سازمان فضایی و نحوه اطلاع رسانی وزیر انتقادهای مهمی وجود دارد اما حداقل در مورد پرتاب ظفر باید وزارت دفاع پاسخگو باشد.,scientific
6374,@Hadi_hadi_011 باشگاه ما ۱۸۰ عه,sport
25156,برای اولین بار در قطب جنوب رکورد دمای بالای ۲۰ درجه ثبت شد. پژوهگران برزیلی که در جزیره سیمور کار می کنند روز ۹ فوریه دمای 20.75C رو ثبت کردند.  قطب جنوب بزرگترین انبار یخ سیاره است. دانشمندان این میزان دما در قطب جنوب رو باور نکردنی و غیرعادی خوانده اند. #تغیر_اقلیم #گرمایش_زمین https://t.co/oHfn20LWDm,scientific
26590,20. جلسه بیستم - ده دقیقه  لغات آلمانی با مثال - یادگیری / آموزش زبان آل... https://t.co/CeLXPlR2b3 via @YouTube,scientific
37509,@Pariyaa473100 گشایش اقتصادی، روحانی گفته!,economy
29929,مث حس وقتیکه ی چیز خنده دارو تا تهش برا یکی تعریف میکنی تهش بجای خندیدن میگه خب,health
19588,یه دسته رو مخ هم هستن ، اونایی که میگن منم پزشکی (دندون/دارو) قبول شدم خودم  نرفتم !  باشه باور کردم تو راست میگی !,health
6274,شوک بزرگ به هواداران پرسپولیس ؛ خبر بد برای پرسپولیسی ها پس از قهرمانی --- https://t.co/qkGPFj7lSVشوک-بزرگ-به-هواداران-پرسپولیس-خبر-بد-برای-پرسپولیسی-ها-پس-از-قهرمانی,sport
19645,@narinambehet به خاطر اینکه رگ های اون قسمت بدن زیاده و به جذب سریع دارو کمک میکنه.,health
32715,@tienjeyti من از خودم حقیقتاً چندشم می‌شه. با ۴۰ کیلو وزن و اندامي که معلوم بود از شدتِ لاغری نیم کیلو تا مرگ فاصله داره، دمِ حرم وقتي راه می‌رفتم همیشه به عربای تنومند سخت تنه می‌زدم و اگه اعتراضي می‌کردن برمی‌گشتم به عربیِ بسیار مسخره فحششون می‌دادم. در این حد. واقعاً، واقعاً چندشم می‌شه.,health
22356,@sadrikh @DariushAshuri فقط لاف از حقوق بشر میزنن، اما نژادپرست‌تر از خودشون رو تاریخ ندیده، میگن با حکومت ما مشکل دارن، اما ویزا به آقازاده حضرات میدن ولی به دانشجو و توریست نه!!,cultural
